Date,Temperature_C_mean,Temperature_C_max,Temperature_C_min,Relative_Humidity_Pct_mean,Precip_Amount_mm_sum
2010-01-31,-13.329032258064515,-8.96774193548387,-17.641935483870967,82.8991935483871,10.0
2010-02-28,-14.385714285714286,-9.564285714285715,-19.142857142857142,84.78720238095238,2.4000000000000004
2010-03-31,-2.0516129032258066,2.196774193548387,-6.274193548387097,83.6505376344086,0.8
2010-04-30,6.753333333333333,14.196666666666665,-0.7333333333333333,57.886111111111106,43.5
2010-05-31,9.077419354838709,15.345161290322581,2.7419354838709675,67.50537634408602,89.0
2010-06-30,16.09655172413793,22.03793103448276,10.10344827586207,72.1221264367816,72.7
2010-07-31,17.838709677419356,24.712903225806453,10.912903225806453,70.16098750478133,57.099999999999994
2010-08-31,17.006451612903227,23.635483870967743,10.332258064516129,72.68413978494624,104.2
2010-09-30,11.03448275862069,16.375862068965517,5.651724137931034,73.63649425287358,79.9
2010-10-31,6.790322580645161,14.106451612903227,-0.5580645161290324,69.88709677419355,11.1
2010-11-30,-6.15,-0.9166666666666666,-11.366666666666667,80.63888888888889,21.7
2010-12-31,-14.245161290322581,-10.754838709677419,-17.69677419354839,82.57392473118279,10.5
2011-01-31,-15.083870967741936,-10.464516129032257,-19.635483870967743,80.74327956989247,19.2
2011-02-28,-14.767857142857142,-8.935714285714285,-20.557142857142857,78.68601190476191,8.5
2011-03-31,-9.696774193548388,-5.219354838709678,-14.125806451612904,79.93817204301075,5.0
2011-04-30,2.6142857142857143,7.8428571428571425,-2.6285714285714286,72.51636904761905,10.799999999999999
2011-05-31,10.709677419354838,16.75483870967742,4.638709677419355,61.5578541374474,58.8
2011-06-30,15.446666666666667,21.086666666666666,9.74,69.72916666666667,135.6
2011-07-31,19.729032258064517,26.370967741935484,13.04516129032258,64.06048387096774,53.5
2011-08-31,18.56451612903226,26.316129032258065,10.77741935483871,61.31586021505377,52.7
2011-09-30,14.110344827586207,22.682758620689654,5.468965517241379,57.39798850574713,16.8
2011-10-31,6.89,13.763333333333332,-0.033333333333333305,67.77916666666667,6.0
2011-11-30,-5.053333333333333,0.23000000000000004,-10.293333333333333,76.83611111111112,8.4
2011-12-31,-6.229032258064516,-1.4161290322580644,-11.0,78.53259247826311,14.2
2012-01-31,-10.01290322580645,-4.661290322580645,-15.30967741935484,74.74596774193549,3.3000000000000003
2012-02-29,-8.375862068965517,-2.5103448275862066,-14.186206896551724,77.8778735632184,1.7000000000000002
2012-03-31,0.6677419354838708,6.858064516129032,-5.532258064516129,70.97849462365592,7.5
2012-04-30,5.293333333333334,11.416666666666666,-0.86,64.63194444444444,45.4
2012-05-31,10.639999999999999,17.04,4.213333333333334,63.57022946859903,98.0
2012-06-30,16.70344827586207,23.36896551724138,9.96551724137931,62.702586206896555,27.0
2012-07-31,20.574193548387097,26.990322580645163,14.093548387096773,69.3736559139785,61.4
2012-08-31,18.274193548387096,26.358064516129033,10.14516129032258,61.793010752688176,18.3
2012-09-30,13.137931034482758,22.306896551724137,3.927586206896552,47.52036481759121,0.4
2012-10-31,1.967741935483871,7.580645161290323,-3.6516129032258067,72.26262272089761,16.400000000000002
2012-11-30,-7.1466666666666665,-2.5633333333333335,-11.693333333333333,82.60833333333333,28.5
2012-12-31,-16.135483870967743,-10.670967741935485,-21.55483870967742,80.1478494623656,11.700000000000001
2013-01-31,-14.696774193548388,-8.619354838709677,-20.712903225806453,79.21639784946237,15.1
2013-02-28,-10.275,-5.303571428571429,-15.203571428571427,82.02232142857143,9.7
2013-03-31,-11.990322580645161,-6.935483870967742,-16.990322580645163,79.93010752688173,15.4
2013-04-30,-3.56,1.03,-8.12,76.4625,10.600000000000001
2013-05-31,12.716129032258063,19.761290322580646,5.635483870967741,53.11827956989247,11.0
2013-06-30,15.879310344827585,22.589655172413792,9.12758620689655,62.14111694152923,68.60000000000001
2013-07-31,17.67096774193548,24.206451612903226,11.074193548387097,69.09677419354838,42.4
2013-08-31,18.59032258064516,26.31935483870968,10.816129032258065,64.09139784946237,24.2
2013-09-30,15.296666666666665,22.553333333333335,7.993333333333334,61.84027777777778,41.599999999999994
2013-10-31,3.548275862068966,10.803448275862069,-3.7482758620689656,65.9367816091954,2.3
2013-11-30,-7.12,-1.0800000000000003,-13.126666666666667,77.77777777777779,11.2
2013-12-31,-18.448387096774194,-13.22258064516129,-23.612903225806452,75.83485273492286,10.5
2014-01-31,-15.2,-8.141935483870968,-22.212903225806453,75.70985273492286,5.6000000000000005
2014-02-28,-20.29642857142857,-14.385714285714286,-26.15357142857143,73.66522469711829,2.6
2014-03-31,-10.754838709677419,-5.306451612903226,-16.170967741935485,75.89282374941561,13.8
2014-04-30,2.0966666666666667,7.373333333333333,-3.21,72.52916666666667,62.4
2014-05-31,10.841935483870968,18.799999999999997,2.8354838709677415,54.464076246334315,37.2
2014-06-30,14.306896551724137,19.803448275862067,8.758620689655173,71.88218390804599,207.5
2014-07-31,18.451612903225808,24.990322580645163,11.851612903225806,67.63709677419355,19.900000000000002
